# Number of items
60
# Stacking height
6
# Number of stacks
45
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    24    20
   002     0     7     8
   003     0     7     7
   004     0     5    15
   005     0     8     9
   006     0    98    83
   007     0    13     7
   008     0     7    18
   009     0    63    30
   010     0    48    10
   011     0    63    91
   012     0    26     8
   013     0    26    53
   014     0    30    83
   015     0     7     7
   016     0    13    20
   017     0    79    74
   018     0     5    14
   019     1    83    35
   020     1    99    47
   021     1    90    51
   022     1    61    59
   023     1    92    55
   024     1    41    69
   025     1    47    59
   026     1    62    33
   027     1     5    88
   028     1    97    62
   029     1    16    70
   030     1    37    36
   031     1    68    23
   032     1    70    90
   033     1    44    85
   034     1    30    81
   035     1    94    81
   036     1    16    32
   037     1    60    78
   038     1    75    23
   039     1    90    96
   040     1     5    16
   041     1    18    41
   042     1    49    82
   043     1    19    39
   044     1    71    80
   045     1    43    33
   046     1    12    30
   047     1    36    71
   048     1    72    31
   049     2    92    40
   050     2    62     8
   051     2    55    10
   052     2    21    66
   053     2   100    15
   054     2    93    91
   055     2    91    56
   056     2    42    54
   057     2    27    29
   058     2    39    49
   059     2    16    66
   060     2    33    65
# Positions of Ifix-items in the format (itemName, stack, level)
   001     1     1
   002     2     3
   003     1     3
   004     4     2
   005     1     2
   006     6     1
   007     5     2
   008     4     1
   009     3     2
   010     5     1
   011     3     1
   012     3     3
   013     6     2
   014     7     1
   015     1     4
   016     2     2
   017     2     1
   018     4     3
# Density of stacking matrix = 0.33
