# Number of items
30
# Stacking height
3
# Number of stacks
23
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    57     9
   002     0    20    44
   003     0     9    20
   004     0     8    14
   005     0    56    78
   006     0    34    95
   007     0    58    37
   008     0    70    14
   009     1    50    98
   010     1    90    85
   011     1    12    56
   012     1    40    22
   013     1    97    43
   014     1    48    20
   015     1    62    99
   016     1    46    22
   017     1    88    48
   018     2    47    24
   019     2    93    23
   020     2    85    47
   021     2    25    63
   022     2    96    23
   023     2    88    19
   024     2     9     7
   025     2    29    57
   026     2    51    21
   027     2    80    36
   028     2    23    15
   029     2     9    64
   030     2    42    54
# Positions of Ifix-items in the format (itemName, stack, level)
   001     3     1
   002     4     1
   003     1     1
   004     1     2
   005     6     1
   006     7     1
   007     5     1
   008     2     1
# Density of stacking matrix = 0.27
