# Number of items
90
# Stacking height
6
# Number of stacks
68
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0     7     8
   002     0    41     5
   003     0     7     6
   004     0     6    47
   005     0    99    44
   006     0     6    24
   007     0    60    73
   008     0    12     6
   009     0    75    90
   010     0    18    61
   011     0    52    45
   012     0    63    23
   013     0    54     5
   014     0     6    24
   015     0    27    26
   016     0    21    17
   017     0    47    16
   018     0     5    37
   019     0     5     8
   020     0    25    54
   021     0    25    13
   022     0    22    10
   023     0    40    28
   024     0    13    51
   025     0    56    65
   026     0    65    58
   027     0    30    34
   028     0    78    65
   029     0    68    34
   030     0    41    78
   031     1    57    36
   032     1    14    46
   033     1    70    64
   034     1    42    32
   035     1    21    30
   036     1    43    69
   037     1    97    25
   038     1    84    83
   039     1    52    97
   040     1    76    82
   041     1    56    11
   042     1     9    33
   043     1    24    93
   044     1    17    37
   045     1    41    75
   046     1    92    60
   047     1    25    86
   048     1    96    61
   049     1     5    24
   050     1    97    60
   051     1    27    19
   052     1    51    26
   053     1    94    45
   054     1    86    85
   055     1    26    46
   056     1    42    75
   057     1    23    79
   058     1    89    93
   059     1    92     5
   060     1    28    95
   061     1    84    65
   062     1    52     6
   063     1    33    42
   064     2    99    50
   065     2    44    80
   066     2    80    39
   067     2    17    83
   068     2    49    35
   069     2    55     5
   070     2    98    79
   071     2    47    71
   072     2    92    31
   073     2    30    52
   074     2    93    21
   075     2     7    18
   076     2    48    50
   077     2    75    45
   078     2    66     7
   079     2    94    52
   080     2    62    88
   081     2    59    43
   082     2    79    90
   083     2   100    81
   084     2    77    76
   085     2    43     5
   086     2    16    93
   087     2    33    30
   088     2    73    25
   089     2    43    29
   090     2    13    35
# Positions of Ifix-items in the format (itemName, stack, level)
   001     4     3
   002     9     2
   003     1     5
   004     7     1
   005    11     1
   006     5     2
   007     8     1
   008     1     4
   009    10     1
   010     3     2
   011     2     1
   012     6     3
   013     9     1
   014     5     1
   015     1     3
   016     4     2
   017     2     2
   018     7     2
   019     5     3
   020     4     1
   021     2     3
   022     2     4
   023     8     2
   024     3     3
   025    10     2
   026     6     2
   027     1     2
   028     6     1
   029     1     1
   030     3     1
# Density of stacking matrix = 0.3
