# Number of items
60
# Stacking height
3
# Number of stacks
45
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    69    11
   002     0    20    10
   003     0    35    47
   004     0    33    72
   005     0    39    97
   006     0    60    88
   007     0    55    14
   008     0    37    12
   009     0    40    48
   010     0    42    20
   011     0    60    16
   012     0    19    52
   013     0    52    81
   014     0    75    52
   015     0    96    83
   016     0    32     5
   017     0    67    77
   018     1    33    32
   019     1    89    18
   020     1    21    84
   021     1    10    53
   022     1    67    91
   023     1    54    31
   024     1    17    46
   025     1    38    80
   026     1    86    71
   027     1    55    67
   028     1    39    18
   029     1    50    18
   030     1    14    54
   031     1    83    96
   032     1    35    17
   033     1    44    17
   034     1    24    51
   035     1    59    30
   036     1    31    12
   037     2    62    97
   038     2     8    52
   039     2    61    57
   040     2    84    72
   041     2    43     5
   042     2     7    70
   043     2    95    21
   044     2    43    25
   045     2    70    26
   046     2    74    98
   047     2    42    40
   048     2    76    87
   049     2    24    78
   050     2    27    58
   051     2    88    80
   052     2    47    42
   053     2    26    43
   054     2    74    40
   055     2     8    96
   056     2    44    59
   057     2    95     9
   058     2    98    65
   059     2    77    80
   060     2    42    69
# Positions of Ifix-items in the format (itemName, stack, level)
   001     1     1
   002     1     2
   003     5     1
   004     6     1
   005     3     1
   006    16     1
   007     7     1
   008    12     1
   009    14     1
   010    15     1
   011     4     1
   012     9     1
   013    11     1
   014     8     1
   015    10     1
   016     2     1
   017    13     1
# Density of stacking matrix = 0.27
