# Number of items
30
# Stacking height
4
# Number of stacks
23
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    64    37
   002     0    19    19
   003     0     8    16
   004     0    81    79
   005     0    76    97
   006     0    87    30
   007     0    36    86
   008     0   100    66
   009     0    42    20
   010     0    26    48
   011     0    34    58
   012     0    13    16
   013     0    22    51
   014     0    20    13
   015     1    40    50
   016     1    61    92
   017     1    13    61
   018     1    69    59
   019     1    69    47
   020     1    54    11
   021     1    35    33
   022     2    89    47
   023     2     8    89
   024     2    18    89
   025     2    32    67
   026     2    50    22
   027     2    79    36
   028     2    35    37
   029     2    54    65
   030     2     9    52
# Positions of Ifix-items in the format (itemName, stack, level)
   001     3     2
   002     9     1
   003     4     2
   004     3     1
   005     1     1
   006     8     1
   007     6     1
   008     5     1
   009     1     2
   010     4     1
   011     2     1
   012     2     2
   013     7     1
   014     1     3
# Density of stacking matrix = 0.27
