# Number of items
60
# Stacking height
4
# Number of stacks
45
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    87    83
   002     0     5    60
   003     0    88    43
   004     0    16    13
   005     0    57    15
   006     0    11    85
   007     0    10    15
   008     0    13     8
   009     0    10    54
   010     0     6    57
   011     0     9     7
   012     0    93    77
   013     0    93     5
   014     0    42     9
   015     0    64    33
   016     0    10    13
   017     0    32    66
   018     0    59    75
   019     1    73    34
   020     1    96    69
   021     1    77    29
   022     1    20    24
   023     1    98    44
   024     1    59    66
   025     1    98    75
   026     1    87    26
   027     1    11    16
   028     1    93    65
   029     1    37    20
   030     1    56    82
   031     1    95    20
   032     1    38    22
   033     1    73    45
   034     1     7    98
   035     1     6    74
   036     1    81    92
   037     1    76    16
   038     1     9    11
   039     1    77    94
   040     1    40     7
   041     1    37     9
   042     1    73    30
   043     1    17    41
   044     2    83    82
   045     2    18    72
   046     2     5    12
   047     2    16    63
   048     2     6    14
   049     2    14    81
   050     2    35    85
   051     2    27    62
   052     2    51    86
   053     2    92    75
   054     2    95    23
   055     2   100    34
   056     2    90    58
   057     2    55    16
   058     2    56    67
   059     2    46    17
   060     2    55    83
# Positions of Ifix-items in the format (itemName, stack, level)
   001     3     1
   002     3     2
   003    10     1
   004     9     1
   005     4     1
   006     2     1
   007     1     1
   008    13     1
   009     2     2
   010    14     1
   011     1     3
   012    12     1
   013     8     1
   014    11     1
   015     7     1
   016     1     2
   017     5     1
   018     6     1
# Density of stacking matrix = 0.29
