# Number of items
60
# Stacking height
5
# Number of stacks
45
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0     6     7
   002     0    91    35
   003     0    13    76
   004     0     5     6
   005     0    10    56
   006     0    44    71
   007     0     6     7
   008     0    39    95
   009     0     5    15
   010     0    17    62
   011     0    14    14
   012     0    10    13
   013     0    15    11
   014     0     5     7
   015     0    84    56
   016     0    98    50
   017     0    53    80
   018     0    23    98
   019     0    88    24
   020     0    27    44
   021     0    29    92
   022     0    24    84
   023     1    49    99
   024     1    34    14
   025     1    18    74
   026     1   100    61
   027     1    27   100
   028     1    81    56
   029     1    62    52
   030     1    75    68
   031     1    66    40
   032     1    45    97
   033     1    95    17
   034     1    40    71
   035     1    31    81
   036     1    60    68
   037     1    80    32
   038     1    40    76
   039     2    43    10
   040     2    48    66
   041     2    64    98
   042     2    27    89
   043     2    41    53
   044     2    48    14
   045     2    36     8
   046     2    96    60
   047     2    28    59
   048     2    80    96
   049     2    73    63
   050     2    57    32
   051     2    18    31
   052     2    93    33
   053     2    93    72
   054     2    57    91
   055     2    90    72
   056     2    12    96
   057     2     8    65
   058     2    54    32
   059     2    46    56
   060     2    78    95
# Positions of Ifix-items in the format (itemName, stack, level)
   001     3     3
   002     6     2
   003     4     1
   004     1     4
   005     4     2
   006     7     1
   007     2     3
   008    10     1
   009     1     2
   010     5     2
   011     2     2
   012     4     3
   013     3     2
   014     1     3
   015     9     1
   016     6     1
   017     3     1
   018     5     1
   019     8     1
   020     1     1
   021     2     1
   022    11     1
# Density of stacking matrix = 0.28
