# Number of items
60
# Stacking height
6
# Number of stacks
45
# Item name, Appearance, First associated value, and Second associated value
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    50    50
   002     0     5     5
   003     0     5     5
   004     0    87    75
   005     0    52    33
   006     0    10    23
   007     0     9     5
   008     0     9     5
   009     0    43    64
   010     0     5     5
   011     0    20    33
   012     0     9     7
   013     0    28    59
   014     0     8     5
   015     0    20    23
   016     0     6    14
   017     0    27    33
   018     0    12     5
   019     0     5     5
   020     0    16     7
   021     0    81    37
   022     0    37     7
   023     0    86    66
   024     1    32    48
   025     1     7    77
   026     1    25     7
   027     1    47    38
   028     1    15    60
   029     1    37    34
   030     1    62    33
   031     1    95    47
   032     1    56    63
   033     1    82    71
   034     1    51   100
   035     1    33    58
   036     1    26    13
   037     1    36    81
   038     1    77    98
   039     1    45    45
   040     1    41    83
   041     1    97    87
   042     1    16    65
   043     2    71    47
   044     2    37    42
   045     2    52    10
   046     2    64    38
   047     2    44    20
   048     2    97    64
   049     2    92    94
   050     2    16     7
   051     2    41    77
   052     2    27    17
   053     2    91    93
   054     2    81    62
   055     2    34    57
   056     2    72    79
   057     2    39    85
   058     2    70    53
   059     2    40    51
   060     2    97    24
# Positions of Ifix-items in the format (itemName, stack, level)
   001     6     1
   002     2     4
   003     3     2
   004     4     1
   005     2     1
   006     4     3
   007     1     3
   008     2     3
   009     5     1
   010     3     3
   011     1     1
   012     4     4
   013     5     2
   014     1     4
   015     5     3
   016     3     1
   017     4     2
   018     2     2
   019     3     4
   020     1     2
   021     7     1
   022     6     2
   023     8     1
# Density of stacking matrix = 0.38
